,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,filler_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,regime_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,1.59044575673874e-186,5.9475959990809e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.59044575673874e-185,5.9475959990808994e-30
1,2,2,7.144730707316219e-192,5.02199173917129e-28,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,7.14473070731622e-191,5.0219917391712904e-27
2,3,3,7.4862837499484e-177,1.05935493309709e-25,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,7.4862837499484e-176,1.0593549330970902e-24
3,4,4,9.31478399375881e-204,3.5871461579479694e-30,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,9.314783993758809e-203,3.5871461579479694e-29
4,5,5,5.62112655900238e-175,6.70136496491735e-35,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.62112655900238e-174,6.70136496491735e-34
5,6,6,4.25279223082375e-188,1.0386914395737399e-28,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.25279223082375e-187,1.0386914395737399e-27
6,7,7,1.0566185907133301e-173,3.82323165021858e-25,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.0566185907133301e-172,3.82323165021858e-24
7,8,8,4.02441813502559e-183,1.0760390279874101e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.0244181350255904e-182,1.07603902798741e-22
8,9,9,1.50447795554339e-214,1.7421321933103099e-22,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.50447795554339e-213,1.74213219331031e-21
9,10,10,1.38746748143401e-190,1.51760601825226e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.38746748143401e-189,1.51760601825226e-23
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
