,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,filler_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,regime_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,3.28444791126335e-131,1.3367862758757599e-28,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.28444791126335e-130,1.3367862758757598e-27
1,2,2,4.5378723636676e-124,9.12561623523181e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.5378723636676e-123,9.12561623523181e-26
2,3,3,1.26973046151701e-133,7.96820502483275e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.2697304615170102e-132,7.96820502483275e-23
3,4,4,5.43528658616503e-117,1.34558082245183e-26,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.43528658616503e-116,1.3455808224518299e-25
4,5,5,8.41783414099071e-133,1.23104075524379e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,8.417834140990709e-132,1.23104075524379e-30
5,6,6,1.97928361787874e-136,4.32763438706266e-32,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.97928361787874e-135,4.32763438706266e-31
6,7,7,1.0940442483541299e-128,7.4158726206769706e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.09404424835413e-127,7.41587262067697e-30
7,8,8,1.82454860827963e-125,2.0184589956286702e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.82454860827963e-124,2.0184589956286704e-30
8,9,9,8.06356114083437e-123,7.59189372403925e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,8.063561140834369e-122,7.59189372403925e-22
9,10,10,5.8745960374526905e-148,2.74814423767508e-26,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.874596037452691e-147,2.74814423767508e-25
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
17,18,18,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
18,19,19,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
