,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,regime_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,filler_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,1.10087428414447e-119,4.66436030966374e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.10087428414447e-118,4.66436030966374e-26
1,2,2,2.6369246793257e-141,7.04289475724973e-22,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.6369246793257e-140,7.04289475724973e-21
2,3,3,5.76002504268912e-140,2.8866864530512197e-18,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.760025042689119e-139,2.88668645305122e-17
3,4,4,1.91256908838247e-154,1.21232906124085e-17,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.91256908838247e-153,1.21232906124085e-16
4,5,5,1.10276826446011e-127,1.27862162536368e-19,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.1027682644601101e-126,1.27862162536368e-18
5,6,6,1.2755805412621e-144,5.0738461145759995e-20,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.2755805412621001e-143,5.073846114576e-19
6,7,7,5.4659637882737096e-129,5.595392093649801e-22,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.465963788273709e-128,5.595392093649801e-21
7,8,8,1.2220909409555101e-151,3.1066761196183602e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.22209094095551e-150,3.1066761196183604e-20
8,9,9,3.80007120037175e-141,1.2329996916419501e-20,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.8000712003717503e-140,1.23299969164195e-19
9,10,10,6.10588172781629e-136,7.94962709844056e-20,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,6.10588172781629e-135,7.94962709844056e-19
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
17,18,18,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
18,19,19,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
19,20,20,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
20,21,21,9.05157647853851e-15,0.257302231998363,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,9.05157647853851e-14,1.0
21,22,22,1.09435237612464e-14,0.0252516742797712,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.09435237612464e-13,0.252516742797712
22,23,23,4.68138181921516e-18,0.0928995233318357,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,4.68138181921516e-17,0.928995233318357
23,24,24,2.45053958491281e-09,0.296611047703256,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.45053958491281e-08,1.0
24,25,25,2.72149095204296e-09,0.261481340016288,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.72149095204296e-08,1.0
25,26,26,1.57462337732459e-14,0.554652876010243,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.57462337732459e-13,1.0
26,27,27,4.10760154757692e-12,0.0031076292178055,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,4.10760154757692e-11,0.031076292178055
27,28,28,3.02565088014867e-17,0.0036267959262042,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.02565088014867e-16,0.036267959262042
28,29,29,3.0721792320823702e-15,0.763526037058722,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.07217923208237e-14,1.0
29,30,30,1.57022987895513e-13,0.0473611045218614,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.57022987895513e-12,0.473611045218614
30,31,31,0.0,0.0339747781022774,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.339747781022774
31,32,32,0.0,0.0001891254444401,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.001891254444401
32,33,33,0.0,0.0907223480978361,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.9072234809783609
33,34,34,0.0,0.28806461435886,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,1.0
34,35,35,0.0,0.0008945814398385,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.008945814398385
