,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,regime_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,filler_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,2.4695494836258298e-177,6.90332389988897e-33,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.4695494836258296e-176,6.90332389988897e-32
1,2,2,1.85987938207185e-175,2.03617976544299e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.85987938207185e-174,2.0361797654429902e-23
2,3,3,1.80589786102105e-162,1.39694693708227e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.80589786102105e-161,1.39694693708227e-26
3,4,4,4.83266821915645e-169,3.36505836900697e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.83266821915645e-168,3.3650583690069697e-23
4,5,5,4.64419457650499e-188,7.0014923730078e-29,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.64419457650499e-187,7.0014923730078e-28
5,6,6,1.01988818863272e-149,7.001330914537941e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.01988818863272e-148,7.0013309145379405e-22
6,7,7,7.8076939621824305e-199,2.59490492629959e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,7.807693962182431e-198,2.59490492629959e-22
7,8,8,1.03682072677543e-167,5.45443393261767e-28,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.03682072677543e-166,5.4544339326176696e-27
8,9,9,4.16027684306398e-166,1.85607023607449e-32,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.16027684306398e-165,1.85607023607449e-31
9,10,10,1.68968586504256e-175,8.03313072385783e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.68968586504256e-174,8.03313072385783e-26
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
17,18,18,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
18,19,19,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
19,20,20,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
20,21,21,1.2268715506933e-18,0.140797379769038,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.2268715506933e-17,1.0
21,22,22,6.71385831640544e-20,0.0068605092801463,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,6.71385831640544e-19,0.068605092801463
22,23,23,3.28599293206125e-13,0.0022641736165053,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.28599293206125e-12,0.022641736165052998
23,24,24,5.248494361317261e-15,0.0871929550221535,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,5.248494361317261e-14,0.8719295502215351
24,25,25,4.17503281110826e-17,0.396056550714234,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,4.17503281110826e-16,1.0
25,26,26,1.91607968390808e-14,0.0017755340758736,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.91607968390808e-13,0.017755340758736
26,27,27,1.77321872100809e-17,0.0028557787674862,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.7732187210080902e-16,0.028557787674861997
27,28,28,4.99540639858627e-14,0.0319244658429935,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,4.99540639858627e-13,0.319244658429935
28,29,29,2.52072169102203e-17,0.0026208818536954,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.52072169102203e-16,0.026208818536954004
29,30,30,2.74794682935302e-12,0.0013346460705925,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.74794682935302e-11,0.013346460705925
30,31,31,0.0,0.0003309424362311,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.003309424362311
31,32,32,0.0,0.0001816386521995,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0018163865219949999
32,33,33,0.0,0.0005546758738688,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.005546758738688
